,id,uuid,record,associaties_Categorie2,Opgeschoond,associaties_positief_Categorie2,associaties_relevant_Categorie2
Smakelijk,81,b743q9gsmy4j8msz,281,Smakelijk,Smakelijk,Positief,Relevant bij het kopen van pils
smakelijk,16,11fbu6h1xnt3jadx,54,smakelijk,smakelijk,Positief,Relevant bij het kopen van pils
smakelijk,130,tcbj1x6d0y3xg0tq,514,smakelijk,smakelijk,Positief,Relevant bij het kopen van pils
Smaakvol,38,vvty9g7cqvzpxh4t,147,Smaakvol,Smaakvol,Positief,Relevant bij het kopen van pils
Smaakvol,61,uz1aq0v8bs7zk2w3,216,Smaakvol,Smaakvol,Positief,Relevant bij het kopen van pils
Smaakvol,76,6skqmagy9m64qgn4,259,Smaakvol,Smaakvol,Positief,Relevant bij het kopen van pils
Smaakvol,124,rkfq5kak8fp1fp36,483,Smaakvol,Smaakvol,Positief,Relevant bij het kopen van pils
Smaakvol,612,1yw1rbzz7wdkduj7,2121,Smaakvol,Smaakvol,Positief,Relevant bij het kopen van pils
smaakvol,558,gp7faffwddedcgmj,1424,smaakvol,smaakvol,Positief,Relevant bij het kopen van pils
Smaakt~naar~meer,175,uyrsq2auywprm10y,706,Smaakt naar meer,Smaakt naar meer,Positief,Relevant bij het kopen van pils
Smaak,96,6rdha1saf99entdd,334,Smaak,Smaak,Positief,Relevant bij het kopen van pils
Smaak,253,wjhjwq8cdcx07q3x,952,Smaak,Smaak,Positief,Relevant bij het kopen van pils
Smaak,258,une7qptadzs5235a,971,Smaak,Smaak,Positief,Relevant bij het kopen van pils
Smaak,353,bjt1gaw3xrrsp9qn,1353,Smaak,Smaak,Positief,Relevant bij het kopen van pils
Smaak,356,yyxjd58mh9guy6q3,1359,Smaak,Smaak,Positief,Relevant bij het kopen van pils
Smaak,400,cm2dp28g91uh0nhp,1652,Smaak,Smaak,Positief,Relevant bij het kopen van pils
Smaak,470,8phu74r0fvmamyvk,2034,Smaak,Smaak,Positief,Relevant bij het kopen van pils
Smaak,485,q79he43pgx39xqy4,2131,Smaak,Smaak,Neutraal,Relevant bij het kopen van pils
Smaak,504,qwcwgqgq3wwm6frf,278,Smaak,Smaak,Positief,Relevant bij het kopen van pils
Smaak,546,uj03gp5bsdysp9cu,1251,Smaak,Smaak,Positief,Relevant bij het kopen van pils
Smaak,588,uynb4r2zerfbg1fm,1694,Smaak,Smaak,Positief,Relevant bij het kopen van pils
smaak,113,6saxdce8s8p9z0tp,427,smaak,smaak,Positief,Relevant bij het kopen van pils
smaak,138,9vchwt53wrtj71nm,552,smaak,smaak,Positief,Relevant bij het kopen van pils
smaak,166,pd3mcyupze6vyr9h,671,smaak,smaak,Positief,Relevant bij het kopen van pils
smaak,190,kukz3hmj6vm1zztf,755,smaak,smaak,Positief,Relevant bij het kopen van pils
smaak,445,r3gy4uwv18ba23v3,1879,smaak,smaak,Positief,Relevant bij het kopen van pils
smaak,563,fe6j637cj11sfsb3,1454,smaak,smaak,Positief,Relevant bij het kopen van pils
slobberen,296,npcgrtqg6fatg1p5,1093,slobberen,slobberen,Neutraal,Relevant bij het kopen van pils
slap,345,u4q70tv9svmtd5xp,1328,Slappe smaak,slap,Negatief,Relevant bij het kopen van pils
slap,328,vj8ewutvafcdneyy,1227,slap,slap,Neutraal,Relevant bij het kopen van pils
Simpel,122,0ua3hwqbd5dtwk6p,472,Simpel bier,Simpel,Neutraal,Relevant bij het kopen van pils
Simpel,213,g4xqw77f4g9jwrkj,826,Simpel,Simpel,Neutraal,Niet bij het kopen van pils
Simpel,593,wetc9nk7j0x7aepu,1776,Simpel,Simpel,Neutraal,Niet bij het kopen van pils
simpel,556,h37tqf2bhrp6y8un,1416,simpel,simpel,Neutraal,Relevant bij het kopen van pils
Schultenbrau,75,bq557zeqh7h0mh7t,258,Schultenbrau,Schultenbrau,Positief,Relevant bij het kopen van pils
Schultenbrau,179,cqth6a2qktdhwz4b,716,Schultenbrau,Schultenbrau,Positief,Relevant bij het kopen van pils
Schultenbrau,474,ezb022cmdf24umaz,2051,Schultenbrau,Schultenbrau,Negatief,Niet bij het kopen van pils
Schuim,585,3966k9sm8msjfa6v,1666,Schuimlaag,Schuim,Positief,Niet bij het kopen van pils
Schuim,12,b8ggzucemnbh2r72,39,Schuimkraag,Schuim,Neutraal,Niet bij het kopen van pils
Schuim,29,gu206mjjbv1smukz,104,Schuimkraag,Schuim,Neutraal,Niet bij het kopen van pils
Schuim,401,hh5thmw4dw30y91u,1654,Schuimkraag,Schuim,Positief,Relevant bij het kopen van pils
Schuim,422,a5arcbd1p3cup082,1740,Schuimkraag,Schuim,Positief,Niet bij het kopen van pils
Schuim,119,jbz1nqpphd4qd062,462,schuimkraag,Schuim,Positief,Niet bij het kopen van pils
Schuim,434,mpq4nayrjjb4p48r,1822,schuimkraag,Schuim,Positief,Relevant bij het kopen van pils
Schuim,534,7rgq600yu4rjdqrq,779,schuimkraag,Schuim,Positief,Relevant bij het kopen van pils
Schuim,89,8tukgrkvxwym52ky,315,Schuim,Schuim,Positief,Niet bij het kopen van pils
Schuim,157,qfr3mt916re3hsk8,632,Schuim,Schuim,Positief,Niet bij het kopen van pils
Schuim,199,5wst6jqaehqzw9km,782,Schuim,Schuim,Neutraal,Relevant bij het kopen van pils
Schuim,363,5mss02p8uy939v3a,1395,Schuim,Schuim,Neutraal,Relevant bij het kopen van pils
Schuim,560,5yj8djnd1dg7qkwn,1431,Schuim,Schuim,Positief,Relevant bij het kopen van pils
schuim,37,yvcs2f8f3w8y0f61,140,schuim,schuim,Positief,Niet bij het kopen van pils
schuim,127,h1hdjc9y884se2kg,496,schuim,schuim,Positief,Relevant bij het kopen van pils
schuim,141,9ehz2yg90jbkb716,559,schuim,schuim,Positief,Niet bij het kopen van pils
schuim,150,n6w47q0k690w77e8,591,schuim,schuim,Neutraal,Niet bij het kopen van pils
schuim,160,sy9muj3nb7uachv6,640,schuim,schuim,Positief,Niet bij het kopen van pils
schuim,254,au0gre9nkcjj4uz0,954,schuim,schuim,Neutraal,Niet bij het kopen van pils
schuim,301,2azr7xvdvwh3793k,1109,schuim,schuim,Positief,Relevant bij het kopen van pils
samen~zijn,284,3mhy9uuxr4cprpns,1059,samenzijn,samen zijn,Positief,Relevant bij het kopen van pils
samen~zijn,206,6k5y853ukkvqwm52,797,Samen zijn,samen zijn,Positief,Relevant bij het kopen van pils
samen~zijn,402,bwpbv9naxd3nudda,1655,Samen zijn,samen zijn,Positief,Niet bij het kopen van pils
samen~met~anderen,220,k07ruyp82x3bv70m,850,samen met andere,samen met anderen,Positief,Relevant bij het kopen van pils
Saai,519,9rnrrnw6xe36tsev,522,Saai,Saai,Negatief,Relevant bij het kopen van pils
saai,121,ur3tbnx3r4xkcz10,469,saai,saai,Negatief,Relevant bij het kopen van pils
saai,277,97v0kvm2bhgbe4ta,1020,saai,saai,Negatief,Relevant bij het kopen van pils
rust~na~drukte,412,fxyfy4au5pnemrp2,1699,rust na drukte,rust na drukte,Positief,Niet bij het kopen van pils
Rust,96,6rdha1saf99entdd,334,Rust,Rust,Positief,Niet bij het kopen van pils
Relaxen,266,ukmcnca4neertyaq,991,Relaxen,Relaxen,Positief,Relevant bij het kopen van pils
Relaxen,440,15tgwzubztac4rfu,1859,Relaxen,Relaxen,Positief,Relevant bij het kopen van pils
relaxen,24,wd4tvfhf5gx47k05,94,relaxen,relaxen,Positief,Relevant bij het kopen van pils
relaxen,370,2q9x59u86u93myc8,1426,relaxen,relaxen,Positief,Relevant bij het kopen van pils
Radler,115,5x21rhdvsgxcqmsa,436,radler echter wel,Radler,Positief,Relevant bij het kopen van pils
Radler,31,76df8quwcaqhghk6,117,Radler,Radler,Positief,Relevant bij het kopen van pils
Radler,386,gewruq4nn6n41vtm,1532,Radler,Radler,Positief,Relevant bij het kopen van pils
radler,82,mrw9xkgk1mapkcwg,284,radler,radler,Positief,Relevant bij het kopen van pils
radler,226,8gq1w5ekwvksz818,872,radler,radler,Positief,Relevant bij het kopen van pils
proost,68,betxkrxxdratbfbp,239,proost,proost,Positief,Relevant bij het kopen van pils
Probeer~niet~te~veel~te~drinken,167,t1hkf1vqwd5y0d0s,673,Probeer niet te veel te drinken,Probeer niet te veel te drinken,Neutraal,Relevant bij het kopen van pils
Prijs,485,q79he43pgx39xqy4,2131,Prijs,Prijs,Positief,Relevant bij het kopen van pils
Populair,366,uhw5363apbrraen5,1406,Populair,Populair,Positief,Relevant bij het kopen van pils
Plezier,79,4c18bn5gjusmqhd2,271,Plezier,Plezier,Positief,Niet bij het kopen van pils
Plezier,362,r8yaj4f65krswv5e,1394,Plezier,Plezier,Positief,Niet bij het kopen van pils
plezier,244,119h33ernuj6166a,924,plezier,plezier,Positief,Relevant bij het kopen van pils
plezier,539,zx794v9jkshxn7aa,1128,plezier,plezier,Positief,Relevant bij het kopen van pils
plazier,138,9vchwt53wrtj71nm,552,plazier,plazier,Neutraal,Niet bij het kopen van pils
Pitt,252,6x7ur2yz7pctp069,948,Pitt,Pitt,Positief,Relevant bij het kopen van pils
pitt,282,c0ph7wtq8mrtywvf,1055,pitt,pitt,Neutraal,Relevant bij het kopen van pils
pis,328,vj8ewutvafcdneyy,1227,pis,pis,Neutraal,Relevant bij het kopen van pils
pint,121,ur3tbnx3r4xkcz10,469,pint,pint,Neutraal,Niet bij het kopen van pils
pils,393,apd1sgqe1h1r7e1b,1569,Pilzen,pils,Positief,Niet bij het kopen van pils
pils,207,wbz6xpp76zam371k,799,pilsener,pils,Neutraal,Niet bij het kopen van pils
Pils~lekker~op~een~terrasje~met~vrienden,108,uzmabe6s57xg399e,401,Pils lekker op een terrasje met vrienden,Pils lekker op een terrasje met vrienden,Positief,Niet bij het kopen van pils
pils,562,7whe8hp0jb05aswe,1436,pils,pils,Neutraal,Relevant bij het kopen van pils
pijpje/fluitje,150,n6w47q0k690w77e8,591,pijpje/fluitje,pijpje/fluitje,Neutraal,Niet bij het kopen van pils
Pijpje,422,a5arcbd1p3cup082,1740,Pijpje,Pijpje,Positief,Niet bij het kopen van pils
past~overal~bij,155,140fy3tszfjq6uv5,621,past overal bij,past overal bij,Positief,Niet bij het kopen van pils
Palm,30,r6kfj06a5rbbc1zn,108,Palm,Palm,Positief,Relevant bij het kopen van pils
Palm,149,9vtdsykbp1zs9276,588,Palm,Palm,Positief,Relevant bij het kopen van pils
Palm,443,sy8fesgr0yt7w66v,1876,Palm,Palm,Positief,Relevant bij het kopen van pils
Palm,484,554u458qk7q7afv7,2114,Palm,Palm,Positief,Relevant bij het kopen van pils
Palm,516,4af2qn1j5y46yqw3,423,Palm,Palm,Positief,Niet bij het kopen van pils
palm,471,h0pbx1by7f4avj88,2042,palm,palm,Positief,Relevant bij het kopen van pils
palm,514,ja3098c6b9eabh06,411,palm,palm,Positief,Relevant bij het kopen van pils
palm,540,n8wn8abmqm2e49js,1169,palm,palm,Positief,Relevant bij het kopen van pils
Overal~verkrijgbaar,454,vys70wu9q8dw3ka9,1959,Overal verkrijgbaar,Overal verkrijgbaar,Positief,Relevant bij het kopen van pils
overal~verkrijgbaar,119,jbz1nqpphd4qd062,462,overal verkrijgbaar,overal verkrijgbaar,Positief,Relevant bij het kopen van pils
Overal~bij~te~drinken,125,tcmp55ye13r8rvg2,485,Overal bij te drinken,Overal bij te drinken,Positief,Relevant bij het kopen van pils
Oranjeboom,318,5s1tsry37tubq1w6,1170,Oranjeboom,Oranjeboom,Neutraal,Niet bij het kopen van pils
lekker,139,xxkfpqbyv33kuyzr,556,ook lekker,lekker,Positief,Relevant bij het kopen van pils
Ontspanning,124,rkfq5kak8fp1fp36,483,Ontspanning,Ontspanning,Positief,Niet bij het kopen van pils
Ontspanning,156,q7trbtfqhfz8tudc,627,Ontspanning,Ontspanning,Positief,Relevant bij het kopen van pils
Ontspanning,206,6k5y853ukkvqwm52,797,Ontspanning,Ontspanning,Positief,Relevant bij het kopen van pils
Ontspanning,362,r8yaj4f65krswv5e,1394,Ontspanning,Ontspanning,Positief,Niet bij het kopen van pils
Ontspanning,402,bwpbv9naxd3nudda,1655,Ontspanning,Ontspanning,Positief,Relevant bij het kopen van pils
Ontspanning,553,g0zhu4xx9ys5s1yq,1391,Ontspanning,Ontspanning,Positief,Relevant bij het kopen van pils
ontspanning,86,11mbd8u8h55xvts8,304,ontspanning,ontspanning,Positief,Niet bij het kopen van pils
ontspanning,148,hyz1jkup9suy45th,586,ontspanning,ontspanning,Positief,Niet bij het kopen van pils
ontspanning,195,y75qbencp2v21dz0,773,ontspanning,ontspanning,Positief,Relevant bij het kopen van pils
ontspanning,408,64udczheatjcfm0r,1682,ontspanning,ontspanning,Positief,Niet bij het kopen van pils
ontspanning,444,69tcwb8r38z5scq4,1878,ontspanning,ontspanning,Positief,Relevant bij het kopen van pils
Ontspannen,409,1xqjwv48e7ysguu3,1684,ontspannend,Ontspannen,Positief,Relevant bij het kopen van pils
Ontspannen,38,vvty9g7cqvzpxh4t,147,Ontspannen,Ontspannen,Positief,Relevant bij het kopen van pils
ontspannen,87,m5339kz0ymcd5d3s,306,ontspannen,ontspannen,Positief,Relevant bij het kopen van pils
ontspannen,102,06fq6ug5ejk7snqa,369,ontspannen,ontspannen,Positief,Relevant bij het kopen van pils
ontspannen,130,tcbj1x6d0y3xg0tq,514,ontspannen,ontspannen,Positief,Relevant bij het kopen van pils
ontspannen,193,n97zrsu4mmu8fqk2,769,ontspannen,ontspannen,Positief,Relevant bij het kopen van pils
ontspannen,339,zrqxy63uxxbxqmft,1295,ontspannen,ontspannen,Positief,Niet bij het kopen van pils
ontspannen,539,zx794v9jkshxn7aa,1128,ontspannen,ontspannen,Positief,Relevant bij het kopen van pils
ongezond,92,xndgxacsj7nwvyud,321,ongezond,ongezond,Negatief,Relevant bij het kopen van pils
Ok,400,cm2dp28g91uh0nhp,1652,Ok,Ok,Positief,Niet bij het kopen van pils
Oetinger,415,xm4s5y9jqcu6rj4z,1719,Oetinger,Oetinger,Positief,Relevant bij het kopen van pils
Normaal,114,615y9ntsqabufzff,430,normal,Normaal,Positief,Relevant bij het kopen van pils
Normaal~bier,302,swcd4byv82khte1c,1112,Normaal biertje,Normaal bier,Neutraal,Relevant bij het kopen van pils
Normaal~bier,442,xtvgd5ytjfrnafvm,1871,Normaal bier,Normaal bier,Neutraal,Relevant bij het kopen van pils
Normaal~bier,454,vys70wu9q8dw3ka9,1959,Normaal bier,Normaal bier,Positief,Relevant bij het kopen van pils
normaal~bier,208,4tdasp7h1nz4sz7d,800,normaal bier,normaal bier,Positief,Relevant bij het kopen van pils
normaal~bier,359,m1kegz75rws0bq61,1375,normaal bier,normaal bier,Positief,Relevant bij het kopen van pils
normaal~bier,530,g1p7j2dxx98c3zy3,721,normaal bier,normaal bier,Neutraal,Niet bij het kopen van pils
Normaal,400,cm2dp28g91uh0nhp,1652,Normaal,Normaal,Positief,Niet bij het kopen van pils
normaal,88,gxyqef5t7k356562,307,normaal,normaal,Neutraal,Niet bij het kopen van pils
normaal,132,u1tmse61s28tf6p3,517,normaal,normaal,Neutraal,Relevant bij het kopen van pils
normaal,517,cjj41xhbk6nxswqy,479,normaal,normaal,Neutraal,Niet bij het kopen van pils
normaal,574,8sd894yq2zhq0pfr,1558,normaal,normaal,Neutraal,Relevant bij het kopen van pils
niks~voor~mij,343,j6427mw3sca4m2sj,1313,niks voor mij,niks voor mij,Negatief,Relevant bij het kopen van pils
geen~idee,589,89vvy2deesj70b9u,1714,niks,geen idee,Neutraal,Niet bij het kopen van pils
geen~idee,104,hnczzk204md5fhek,383,Niets,geen idee,Negatief,Niet bij het kopen van pils
niet~zwaar,194,75x9enedwwfxtapr,772,niet zwaar,niet zwaar,Positief,Relevant bij het kopen van pils
Niet~lekker,447,rvrhdmsnnxpmqh2z,1884,Niet zo lekker,Niet lekker,Negatief,Relevant bij het kopen van pils
Niet~te~duur,125,tcmp55ye13r8rvg2,485,Niet te duur,Niet te duur,Positief,Relevant bij het kopen van pils
Niet~lekker~zoals~Heineken,461,c3f3nwkhca2beqzz,1999,Niet lekker zoals Heineken,Niet lekker zoals Heineken,Negatief,Relevant bij het kopen van pils
Niet~lekker,43,bdxw87tqw5jnxzz3,162,Niet lekker,Niet lekker,Negatief,Relevant bij het kopen van pils
Niet~lekker,233,w36augc3k64atksm,893,Niet lekker,Niet lekker,Negatief,Relevant bij het kopen van pils
Niet~lekker,396,2j8kejfbff5k44dy,1585,Niet lekker,Niet lekker,Negatief,Niet bij het kopen van pils
Niet~lekker,115,5x21rhdvsgxcqmsa,436,niet echt lekker,Niet lekker,Negatief,Relevant bij het kopen van pils
Niet~bijzonder,586,ps3gsetnmxwnyum3,1691,Niet bijzonder,Niet bijzonder,Neutraal,Relevant bij het kopen van pils
,492,kgefk41sw7gk7f3f,2199,ned,,Neutraal,Niet bij het kopen van pils
natuurproduct,192,2rd5j13n99trb9n1,768,natuurprioduct,natuurproduct,Positief,Relevant bij het kopen van pils
natuurlijk,169,9gkngketnmn8psjv,683,natuurlijk,natuurlijk,Positief,Niet bij het kopen van pils
,3,xh6heqtr2tzekcdr,14,nat,,Positief,Relevant bij het kopen van pils
,570,eb0m6c0b48ms0cj6,1518,Nasi,,Positief,Relevant bij het kopen van pils
na~het~sporten,112,xymtg07xtygyh8fr,425,na het sporten,na het sporten,Positief,Relevant bij het kopen van pils
Muziek,337,cb8mwxtxec2tpyj0,1287,Muziek,Muziek,Positief,Relevant bij het kopen van pils
mout,88,gxyqef5t7k356562,307,mout,mout,Neutraal,Niet bij het kopen van pils
schuim,126,w569vs5m3mh9za04,493,mooie schuimkraag,schuim,Positief,Relevant bij het kopen van pils
Mooie~kwaliteit,457,sry15u7px6yj5kyx,1987,Mooie kwaliteit,Mooie kwaliteit,Positief,Relevant bij het kopen van pils
Mooi~weer,217,eqpdt52k1httyf3b,840,Mooi weer,Mooi weer,Positief,Niet bij het kopen van pils
mooi~weer,618,bt5zng93d18609nj,2230,mooi weer,mooi weer,Positief,Relevant bij het kopen van pils
Moo~weer,578,g0f3tsaxp5d98qf7,1599,Moo weer,Moo weer,Positief,Relevant bij het kopen van pils
Moet~koud~zijn,206,6k5y853ukkvqwm52,797,Moet koud zijn,Moet koud zijn,Positief,Relevant bij het kopen van pils
minder~smaak,306,tzbqrmamc1n1hd06,1133,Mindere smaak,minder smaak,Neutraal,Niet bij het kopen van pils
minder~zwaar,411,7ctbwnetpveq3ezp,1692,minder zwaar,minder zwaar,Positief,Relevant bij het kopen van pils
minder~smaak,7,dt95n985txe3583w,18,minder smaak,minder smaak,Negatief,Relevant bij het kopen van pils
minder~genieten,511,t3ahubzp0kpcww43,318,minder genieten,minder genieten,Negatief,Relevant bij het kopen van pils
"minder~dan~5,2%~alcohol",580,cy6ey3bh6bhh62rd,1634,"minder dan 5,2% alcohol","minder dan 5,2% alcohol",Neutraal,Relevant bij het kopen van pils
minder~alcohol,306,tzbqrmamc1n1hd06,1133,Minder alkobol,minder alcohol,Neutraal,Niet bij het kopen van pils
vrienden,112,xymtg07xtygyh8fr,425,met vrienden,vrienden,Positief,Relevant bij het kopen van pils
vrienden,308,d2yy7j839f0kmpsn,1140,met vrienden,vrienden,Positief,Relevant bij het kopen van pils
Merk,485,q79he43pgx39xqy4,2131,Merk,Merk,Neutraal,Relevant bij het kopen van pils
niet~lekker,7,dt95n985txe3583w,18,meestal niet lekker,niet lekker,Negatief,Relevant bij het kopen van pils
meest~gedronken~~bier,580,cy6ey3bh6bhh62rd,1634,meest gedronken  bier,meest gedronken  bier,Neutraal,Niet bij het kopen van pils
meerdere~stuks,194,75x9enedwwfxtapr,772,meerder stuks,meerdere stuks,Positief,Relevant bij het kopen van pils
Massaproductie,519,9rnrrnw6xe36tsev,522,Massaproductie,Massaproductie,Negatief,Niet bij het kopen van pils
massa,64,qaw4jrey1khychjm,227,massaal,massa,Neutraal,Niet bij het kopen van pils
Massa,413,gb7k3x8c5e3a48j4,1704,Massa,Massa,Positief,Relevant bij het kopen van pils
massa,354,mefbnjeh1bjyp51q,1355,massa,massa,Negatief,Relevant bij het kopen van pils
mannelijk,504,qwcwgqgq3wwm6frf,278,mannelijk,mannelijk,Positief,Niet bij het kopen van pils
Malt,199,5wst6jqaehqzw9km,782,Malt,Malt,Neutraal,Niet bij het kopen van pils
Makkelijk~drinkbaar,137,h7ce2vfmre8kfze6,549,makkelijk weg te drinken,Makkelijk drinkbaar,Positief,Relevant bij het kopen van pils
Makkelijk~drinkbaar,423,p9x3mx2r8v1uzzqb,1743,makkelijk weg drinken,Makkelijk drinkbaar,Positief,Relevant bij het kopen van pils
Makkelijk~drinkbaar,194,75x9enedwwfxtapr,772,makkelijk te drinken,Makkelijk drinkbaar,Positief,Relevant bij het kopen van pils
Makkelijk~drinkbaar,91,kbs41qd5khtffnt4,317,Makkelijk drinkbaar,Makkelijk drinkbaar,Positief,Relevant bij het kopen van pils
makkelijk~drinkbaar,77,1p79ms5xx14xy3b4,261,makkelijk drinkbaar,makkelijk drinkbaar,Positief,Relevant bij het kopen van pils
makkelijk~drinkbaar,118,zfkc2k0nkzvf38ym,454,makkelijk drinkbaar,makkelijk drinkbaar,Positief,Niet bij het kopen van pils
makkelijk~drinkbaar,155,140fy3tszfjq6uv5,621,makkelijk drinkbaar,makkelijk drinkbaar,Positief,Relevant bij het kopen van pils
Makkelijk,218,fgqq58yr9b2h37k0,843,Makkelijk,Makkelijk,Positief,Relevant bij het kopen van pils
Makkelijk,316,nkqve84s3329dqpg,1166,Makkelijk,Makkelijk,Positief,Relevant bij het kopen van pils
Makkelijk,553,g0zhu4xx9ys5s1yq,1391,Makkelijk,Makkelijk,Positief,Relevant bij het kopen van pils
Makkelijk,593,wetc9nk7j0x7aepu,1776,Makkelijk,Makkelijk,Neutraal,Niet bij het kopen van pils
makkelijk,381,sw7nwb2uybcsgnnm,1503,makkelijk,makkelijk,Positief,Relevant bij het kopen van pils
makkelijk,562,7whe8hp0jb05aswe,1436,makkelijk,makkelijk,Positief,Relevant bij het kopen van pils
maes~pils,58,gm8p7uszr7b9jz5x,206,maes pils,maes pils,Positief,Relevant bij het kopen van pils
Maes,382,t5405c44sub057t3,1507,Maes,Maes,Positief,Relevant bij het kopen van pils
Maes,383,pr6h224nx1v97db8,1511,Maes,Maes,Positief,Niet bij het kopen van pils
Maes,503,30bc6a5vungv8uw7,237,Maes,Maes,Positief,Relevant bij het kopen van pils
niet~lekker,230,7m1w8q0s6d27c8qy,883,lust ik niet,niet lekker,Negatief,Relevant bij het kopen van pils
luchtig~bier,357,zb4e2agjzbujrzd6,1363,luchtig bier,luchtig bier,Positief,Relevant bij het kopen van pils
Lowenbrauch,229,b3e34nr7fvc914m9,880,Lowenbrauch,Lowenbrauch,Positief,Relevant bij het kopen van pils
Lokale~brouwers,612,1yw1rbzz7wdkduj7,2121,Lokale brouwers,Lokale brouwers,Positief,Niet bij het kopen van pils
lingensblond,330,ksjepkygk0v3nnj4,1234,lingensblond,lingensblond,Neutraal,Niet bij het kopen van pils
