Associaties;Positief/negatief;Relevant/niet relevant;Socdemo;Missie;Kopen Energiedrank;Drinken energiedrank;Kopen Red Bull;;;Positief/negatief;Relevant/niet relevant
voor sporters;Positief/noch negatief;Relevant wanneer ik energiedrank koop;Vrouw 50-65;On the go;Nooit;Nooit;Nooit;potential;;Positief/noch negatief;Relevant wanneer ik energiedrank koop
voor sport;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop;Man 35-49;Stocking up;Nooit;Nooit;Nooit;potential;;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop
voor mensen die veel bewegen;Positief;Relevant wanneer ik energiedrank koop;Vrouw 35-49;Stocking up;Nooit;Nooit;Nooit;potential;;Positief;Relevant wanneer ik energiedrank koop
voor jongeren;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop;Man 50-65;Stocking up;Nooit;Nooit;Nooit;potential;;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop
VOOR DE SPORT;Positief;Relevant wanneer ik energiedrank koop;Man 35-49;Direct consumption - social;Minder dan 1x per jaar;Minder dan 1x per jaar;Nooit;potential;;Positief;Relevant wanneer ik energiedrank koop
voor de jeugd;Positief;Niet relevant wanneer ik energiedrank koop;Man 50-65;Direct consumption - social;Nooit;Nooit;Nooit;potential;;Positief;Niet relevant wanneer ik energiedrank koop
volmout en verse hop;Positief;Relevant wanneer ik energiedrank koop;Man 35-49;Stocking up;Nooit;Nooit;Nooit;potential;;Positief;Relevant wanneer ik energiedrank koop
Vol suiker en cafeine;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 50-65;Fill up;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
vol met suiker;Negatief;Relevant wanneer ik energiedrank koop;Man 50-65;Stocking up;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
vodka;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop;Vrouw 35-49;Stocking up;2-3x per maand;2-3x per maand;Nooit;potential;;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop
vodka;Positief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Direct consumption - functional;Nooit;Nooit;Nooit;potential;;Positief;Relevant wanneer ik energiedrank koop
vochtpname;Positief;Relevant wanneer ik energiedrank koop;Man 50-65;Stocking up;Nooit;Nooit;Nooit;potential;;Positief;Relevant wanneer ik energiedrank koop
vocht;Positief;Niet relevant wanneer ik energiedrank koop;Man 35-49;Stocking up;Nooit;Nooit;Nooit;potential;;Positief;Niet relevant wanneer ik energiedrank koop
vocht;Positief;Niet relevant wanneer ik energiedrank koop;Vrouw 35-49;Fill up;Minder dan 1x per jaar;1-2x per jaar;Nooit;potential;;Positief;Niet relevant wanneer ik energiedrank koop
Vleugels;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop;Man 15-34;Direct consumption - social;Nooit;Nooit;Nooit;potential;;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop
vleugels;Positief/noch negatief;Relevant wanneer ik energiedrank koop;Man 50-65;Direct consumption - functional;Nooit;Nooit;Nooit;potential;;Positief/noch negatief;Relevant wanneer ik energiedrank koop
vieze zoete lucht;Negatief;Relevant wanneer ik energiedrank koop;Man 35-49;Direct consumption - functional;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
vieze smaken;Negatief;Relevant wanneer ik energiedrank koop;Man 35-49;Direct consumption - social;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
VIEZE SMAAK;Positief/noch negatief;Relevant wanneer ik energiedrank koop;Vrouw 50-65;Stocking up;Nooit;Nooit;Nooit;potential;;Positief/noch negatief;Relevant wanneer ik energiedrank koop
vieze smaak;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 50-65;Direct consumption - functional;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
vieze niet nuttig drankje;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 35-49;Stocking up;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
Vieze meuk;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Stocking up;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
vieze geur;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 35-49;Stocking up;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
Vies zoet;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Take with;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
Vies;Negatief;Relevant wanneer ik energiedrank koop;Man 15-34;Stocking up;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
Vies;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Stocking up;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
Vies;Negatief;Relevant wanneer ik energiedrank koop;Man 35-49;Fill up;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
Vies;Negatief;Relevant wanneer ik energiedrank koop;Man 15-34;Fill up;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
Vies;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 35-49;Fill up;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
Vies;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Take with;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
Vies;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Take with;3-4x per jaar;3-4x per jaar;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
Vies;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Direct consumption - social;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
Vies;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Direct consumption - social;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
Vies;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Direct consumption - social;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
vies;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 35-49;Stocking up;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
vies;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 35-49;Stocking up;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
vies;Negatief;Relevant wanneer ik energiedrank koop;Man 35-49;Stocking up;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
vies;Negatief;Relevant wanneer ik energiedrank koop;Man 35-49;Stocking up;3-4x per jaar;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
vies;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Stocking up;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
vies;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 35-49;Stocking up;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
vies;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Fill up;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
vies;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 50-65;Fill up;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
vies;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 35-49;Fill up;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
vies;Negatief;Relevant wanneer ik energiedrank koop;Man 35-49;Fill up;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
vies;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;On the go;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
vies;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;On the go;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
vies;Positief;Relevant wanneer ik energiedrank koop;Vrouw 35-49;On the go;Minder dan 1x per jaar;Minder dan 1x per jaar;Nooit;potential;;Positief;Relevant wanneer ik energiedrank koop
vies;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Take with;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
vies;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Take with;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
vies;Negatief;Relevant wanneer ik energiedrank koop;Man 50-65;Direct consumption - functional;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
vies;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 35-49;Direct consumption - functional;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
vies;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Direct consumption - functional;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
vies;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 35-49;Direct consumption - functional;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
vies;Negatief;Relevant wanneer ik energiedrank koop;Man 15-34;Direct consumption - functional;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
vies;Negatief;Relevant wanneer ik energiedrank koop;Man 35-49;Direct consumption - functional;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
vies;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Direct consumption - social;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
vies;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Direct consumption - social;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
vies;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 35-49;Direct consumption - social;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
vies;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 35-49;Direct consumption - social;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
vies;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Direct consumption - social;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
vies;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Direct consumption - social;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
vies;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Direct consumption - social;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
vies;Positief;Relevant wanneer ik energiedrank koop;Vrouw 35-49;Direct consumption - social;Nooit;Nooit;Nooit;potential;;Positief;Relevant wanneer ik energiedrank koop
vies;Negatief;Relevant wanneer ik energiedrank koop;Man 35-49;Direct consumption - social;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
vetophopingen;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 35-49;Stocking up;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
verslavende werking;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 35-49;Direct consumption - social;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
verslavend;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop;Vrouw 15-34;On the go;1x per week;1x per week;Nooit;potential;;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop
verslavend;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 35-49;On the go;Minder dan 1x per jaar;Minder dan 1x per jaar;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
verslavend;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Direct consumption - social;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
verslaafdheid;Negatief;Relevant wanneer ik energiedrank koop;Man 50-65;Fill up;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
verslaafden;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 35-49;Direct consumption - functional;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
Verschillende smaken;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop;Man 15-34;Direct consumption - social;Nooit;Nooit;Nooit;potential;;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop
Verschillende merken;Positief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Take with;Minder dan 1x per jaar;3-4x per jaar;Nooit;potential;;Positief;Relevant wanneer ik energiedrank koop
verkeerde energie;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 50-65;Stocking up;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
Vergif;Negatief;Relevant wanneer ik energiedrank koop;Man 15-34;Take with;Nooit;Minder dan 1x per jaar;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
vergif;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 35-49;Direct consumption - functional;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
Verfrissend;Positief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Take with;1x per dag;Meer dan 1x per dag;Nooit;potential;;Positief;Relevant wanneer ik energiedrank koop
verfrissend;Positief;Relevant wanneer ik energiedrank koop;Man 50-65;Fill up;5-11x per jaar;5-11x per jaar;Nooit;potential;;Positief;Relevant wanneer ik energiedrank koop
verbieden;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 35-49;Direct consumption - functional;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
vele soorten;Positief;Niet relevant wanneer ik energiedrank koop;Vrouw 35-49;Stocking up;Nooit;Nooit;Nooit;potential;;Positief;Niet relevant wanneer ik energiedrank koop
Veel veel suiker;Negatief;Relevant wanneer ik energiedrank koop;Man 35-49;Fill up;Nooit;3-4x per jaar;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
veel teveel suiker;Negatief;Relevant wanneer ik energiedrank koop;Man 35-49;Stocking up;Minder dan 1x per jaar;Minder dan 1x per jaar;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
veel te zoet;Negatief;Relevant wanneer ik energiedrank koop;Man 50-65;Stocking up;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
veel te zoet;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 35-49;Stocking up;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
veel te zoet;Negatief;Relevant wanneer ik energiedrank koop;Man 35-49;Stocking up;Minder dan 1x per jaar;Minder dan 1x per jaar;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
veel te zoet;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 50-65;Fill up;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
veel te zoet;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 50-65;Direct consumption - functional;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
Veel te veel suiker;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 35-49;Direct consumption - social;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
veel te veel suiker;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 35-49;Stocking up;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
veel te veel suiker;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 35-49;Stocking up;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
veel te veel suiker;Negatief;Relevant wanneer ik energiedrank koop;Man 50-65;Fill up;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
veel te veel calorien;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 50-65;Direct consumption - functional;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
Veel suikers;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Stocking up;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
Veel suikers;Negatief;Relevant wanneer ik energiedrank koop;Man 35-49;Fill up;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
Veel suikers;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Fill up;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
Veel suikers;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 35-49;Fill up;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
Veel suikers;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Direct consumption - functional;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
veel suikers;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 35-49;Stocking up;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
veel suikers;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 35-49;Fill up;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
veel suikers;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 35-49;On the go;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
veel suikers;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 50-65;Direct consumption - functional;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
veel suikers;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Direct consumption - social;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
VEEL SUIKER;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 50-65;Fill up;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
Veel Suiker;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 35-49;Direct consumption - functional;2-3x per maand;2-3x per maand;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
Veel suiker;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Stocking up;Nooit;Minder dan 1x per jaar;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
Veel suiker;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Stocking up;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
Veel suiker;Negatief;Relevant wanneer ik energiedrank koop;Man 50-65;Stocking up;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
Veel suiker;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 50-65;Stocking up;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
Veel suiker;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 35-49;Fill up;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
